metadata.recordID,metadata.diseaseName,metadata.diseaseCode,metadata.round,metadata.vaccinationStartDate,metadata.reportDate,country.ID,country.name,state.ID,state.name,district.ID,district.name,daily.vaccinated.cattle,daily.vaccinated.buffalo,daily.vaccinated.total,daily.vaccinated.cattle4to5m,daily.vaccinated.buffalo4to5m,daily.vaccinated.total4to5m,daily.booster.cattle4to5m,daily.booster.buffalo4to5m,daily.booster.total4to5m,daily.farmersCovered,cumulative.tagged.cattle,cumulative.tagged.buffalo,cumulative.tagged.total
66764cea-448d-41ae-838d-4f97d60eb193,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_524,Bagalkote,,,,,,,,,,,,,
63779aa0-c72f-4e9a-b418-0378abb66aa7,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_526,Bengaluru Rural,,,,,,,,,,,,,
3352a2c5-98b7-4a17-9c5e-e3a3d2501f46,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_527,Belagavi,690.0,390.0,,20.0,30.0,,,,,730.0,,,
b269d2c1-e6c4-4825-a417-b464498128a7,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_528,Ballari,,,,,,,,,,,,,
cb10cd0b-792d-4904-a025-ff29507cf89b,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_525,Bengaluru Urban,,,,,,,,,,,,,
94c5951e-39b3-42f5-86f7-e451342c368d,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_529,Bidar,,,,,,,,,,,,,
8eeda755-5057-446e-9e6f-7d6bb5b94d16,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_530,Vijayapura,,,,,,,,,,,,,
09afaf30-8272-4b8c-bb03-fda3133be6e2,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_531,Chamarajanagara,,,,,,,,,,,,,
c1a9e255-6dab-475f-8e21-27d95fe85c1a,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_630,Chikkaballapura,,,,,,,,,,,,,
41cdb156-63b7-4995-9122-5d1592861347,Foot And Mouth Disease,ICD11_1F05,round1,,2020-10-03T00:00:00,country_IN,India,state_29,Karnataka,district_532,Chikkamagaluru,,,,,,,,,,,,,
