metadata.recordID,metadata.diseaseName,metadata.diseaseCode,metadata.round,metadata.vaccinationStartDate,metadata.reportDate,country.ID,country.name,state.ID,state.name,district.ID,district.name,daily.vaccinated.cattle,daily.vaccinated.buffalo,daily.vaccinated.total,daily.vaccinated.cattle4to5m,daily.vaccinated.buffalo4to5m,daily.vaccinated.total4to5m,daily.booster.cattle4to5m,daily.booster.buffalo4to5m,daily.booster.total4to5m,daily.farmersCovered,cumulative.tagged.cattle,cumulative.tagged.buffalo,cumulative.tagged.total
0075556b-998d-4d7f-acf5-363d31814775,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_525,Bengaluru Urban,9,0,9,0,0,0,32,0,32,26339,12429,344,12773
70d5babc-941d-4528-9c30-c13b41fea5c3,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_526,Bengaluru Rural,0,0,0,0,0,0,0,0,0,48516,9950,602,10552
85fa6b36-5318-44cf-b02c-cb9e71f63338,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_533,Chitradurga,25,26,51,0,0,0,32,37,69,97808,7012,2923,9935
34ab85ee-0f32-4d15-a600-4540244222d4,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_630,Chikkaballapura,0,0,0,0,0,0,0,0,0,78724,7792,776,8568
523d9151-f5c2-4846-a72e-1555a6d84e72,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_535,Davangere,158,41,199,7,0,7,0,0,0,89668,13017,3287,16304
a5d67126-7d04-4986-bfb9-86279397afbb,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_542,Kolar,55,0,55,0,0,0,31,0,31,95181,16137,1046,17183
438b3837-331d-42b6-b443-59e368195808,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_631,Ramanagara,0,0,0,0,0,0,0,0,0,72813,13918,388,14306
af8b12f8-af4a-47ac-9973-28c6359f684d,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_547,Shivamogga,4,0,4,0,0,0,0,0,0,126579,2398,298,2696
843dc92c-f348-40a8-8616-47cef017f640,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_548,Tumakuru,54,259,313,1,0,1,225,36,261,196686,12034,2538,14572
ae9c7e3e-9412-4789-9885-c35abcd69700,Foot and Mouth Disease,ICD11_1F05,6,2024-10-21,2024-11-28,country_IN,INDIA,state_29,Karnataka,district_531,Chamarajanagara,324,0,324,0,0,0,0,0,0,59524,4223,125,4348
