metadata.year,metadata.diseaseName,metadata.round,metadata.program,state.name,state.ID,prevac.sample,prevac.positive.O.pct,prevac.positive.A.pct,prevac.positive.asia1.pct,postvac.positive.asia1.pct,postvac.sample,postvac.positive.O.pct,postvac.positive.A.pct
2011,FOOT AND MOUTH DISEASE,12.0,FMDCP,Maharashtra,state_27,5988.0,28.2,15.7,6.4,38.4,6018.0,72.9,51.2
2011,FOOT AND MOUTH DISEASE,8.0,FMDCP,Delhi,ut_7,100.0,92.0,66.0,83.0,98.0,100.0,100.0,86.0
2011,FOOT AND MOUTH DISEASE,7.0,FMDCP,Delhi,ut_7,50.0,78.0,66.0,50.0,82.0,50.0,88.0,86.0
2011,FOOT AND MOUTH DISEASE,1.0,FMDCP,Karnataka,state_29,4587.0,40.0,15.0,9.0,24.5,4266.0,56.0,40.0
2011,FOOT AND MOUTH DISEASE,12.0,FMDCP,Andhrapradesh-Telangana,,3600.0,29.0,18.0,13.1,47.5,3600.0,66.5,56.4
2011,FOOT AND MOUTH DISEASE,2.0,FMDCP,Haryana,state_6,2586.0,41.8,38.1,28.1,60.2,2594.0,73.5,73.4
2011,FOOT AND MOUTH DISEASE,1.0,FMDCP,Haryana,state_6,2587.0,42.7,32.4,29.7,61.6,2573.0,76.9,69.8
2011,FOOT AND MOUTH DISEASE,9.0,FMDCP,Tamil Nadu,state_33,5440.0,34.2,24.8,20.5,40.6,5440.0,62.8,47.1
2011,FOOT AND MOUTH DISEASE,13.0,FMDCP,Gujarat,state_24,2007.0,29.4,20.3,33.4,49.8,2029.0,49.7,38.6
2012,FOOT AND MOUTH DISEASE,11.0,FMDCP,Punjab,state_3,1800.0,44.3,39.1,34.2,48.6,1800.0,54.3,45.8
2012,FOOT AND MOUTH DISEASE,12.0,FMDCP,Kerala,state_32,676.0,12.4,15.5,9.6,34.0,180.0,36.1,36.1
2012,FOOT AND MOUTH DISEASE,12.0,FMDCP,Punjab,state_3,1800.0,55.6,50.1,50.2,NT,1782.0,61.5,54.8
2012,FOOT AND MOUTH DISEASE,2.0,FMDCP,Karnataka,state_29,5401.0,50.0,27.0,39.0,51.0,4632.0,67.0,47.0
2012,FOOT AND MOUTH DISEASE,3.0,FMDCP,Karnataka,state_29,3864.0,54.8,29.2,61.5,70.2,3075.0,60.3,41.8
2012,FOOT AND MOUTH DISEASE,15.0,FMDCP,Uttar Pradesh,state_9,3870.0,42.4,33.9,38.9,66.2,3968.0,57.0,56.9
2012,FOOT AND MOUTH DISEASE,13.0,FMDCP,Kerala,state_32,1631.0,12.2,10.9,8.3,25.5,1474.0,35.6,32.8
2012,FOOT AND MOUTH DISEASE,1.0,FMDCP,Goa,state_30,391.0,12.0,2.0,2.8,24.1,381.0,86.8,24.1
2012,FOOT AND MOUTH DISEASE,10.0,FMDCP,Tamil Nadu,state_33,5040.0,27.4,13.6,4.9,18.7,5240.0,66.9,46.4
2012,FOOT AND MOUTH DISEASE,14.0,FMDCP,Gujarat,state_24,3974.0,44.0,34.1,35.1,48.8,4290.0,59.3,51.8
2012,FOOT AND MOUTH DISEASE,11.0,FMDCP,Tamil Nadu,state_33,4600.0,17.2,8.6,22.4,73.1,4600.0,60.6,39.2
2012,FOOT AND MOUTH DISEASE,13.0,FMDCP,Andhrapradesh-Telangana,,3480.0,41.2,29.5,17.1,43.1,3480.0,68.4,59.0
2012,FOOT AND MOUTH DISEASE,4.0,FMDCP,Haryana,state_6,2565.0,40.1,34.8,32.7,66.0,2575.0,79.5,70.3
2012,FOOT AND MOUTH DISEASE,1.0,FMDCP,Puducherry,ut_34,30.0,44.4,25.0,13.9,30.6,55.0,66.7,55.6
2012,FOOT AND MOUTH DISEASE,14.0,FMDCP,Uttar Pradesh,state_9,4041.0,61.2,62.0,62.0,29.0,3800.0,66.4,56.3
2012,FOOT AND MOUTH DISEASE,14.0,FMDCP,Maharashtra,state_27,4721.0,20.0,30.6,31.6,65.6,4723.0,56.6,62.1
2012,FOOT AND MOUTH DISEASE,13.0,FMDCP,Maharashtra,state_27,7208.0,25.7,5.8,6.8,31.0,7341.0,66.6,34.5
2012,FOOT AND MOUTH DISEASE,9.0,FMDCP,Delhi,ut_7,100.0,57.0,65.0,33.0,,,,
2012,FOOT AND MOUTH DISEASE,11.0,FMDCP,Delhi,ut_7,200.0,86.0,50.0,45.5,,,,
2012,FOOT AND MOUTH DISEASE,12.0,FMDCP,Andaman And Nicobar Islands,ut_35,180.0,20.0,10.5,6.11,16.67,180.0,27.22,22.22
2012,FOOT AND MOUTH DISEASE,1.0,FMDCP,Lakshadweep,ut_31,107.0,42.1,15.0,32.7,46.7,107.0,74.8,58.9
2012,FOOT AND MOUTH DISEASE,2.0,FMDCP,Goa,state_30,383.0,41.5,15.4,46.0,88.0,378.0,84.0,62.0
2012,FOOT AND MOUTH DISEASE,13.0,FMDCP,Andaman And Nicobar Islands,ut_35,283.0,9.2,4.2,5.3,15.5,283.0,27.6,18.4
2012,FOOT AND MOUTH DISEASE,14.0,FMDCP,Andhrapradesh-Telangana,,3600.0,38.6,20.8,10.9,32.2,3600.0,69.3,46.1
2012,FOOT AND MOUTH DISEASE,3.0,FMDCP,Haryana,state_6,2555.0,42.5,43.3,25.3,62.1,2562.0,71.2,73.1
2012,FOOT AND MOUTH DISEASE,2.0,FMDCP,Puducherry,ut_34,38.0,42.1,26.3,,21.1,38.0,52.6,36.8
2013,FOOT AND MOUTH DISEASE,14.0,FMDCP,Andaman And Nicobar Islands,ut_35,794.0,18.1,12.6,10.0,32.7,593.0,47.0,36.1
2013,FOOT AND MOUTH DISEASE,13.0,FMDCP,Delhi,ut_7,100.0,98.0,95.0,87.0,100.0,100.0,98.0,100.0
2013,FOOT AND MOUTH DISEASE,4.0,FMDCP,Goa,state_30,379.0,45.1,58.5,57.0,85.1,376.0,77.0,86.0
2013,FOOT AND MOUTH DISEASE,15.0,FMDCP,Andhrapradesh-Telangana,,3600.0,38.0,37.7,46.2,77.4,3600.0,65.4,78.4
2013,FOOT AND MOUTH DISEASE,14.0,FMDCP,Delhi,ut_7,,,,,76.5,200.0,85.0,89.5
2013,FOOT AND MOUTH DISEASE,17.0,FMDCP,Uttar Pradesh,state_9,8840.0,30.8,49.1,63.3,,,,
2013,FOOT AND MOUTH DISEASE,15.0,FMDCP,Andaman And Nicobar Islands,ut_35,1445.0,21.3,23.0,29.9,60.7,1109.0,49.9,52.6
2013,FOOT AND MOUTH DISEASE,14.0,FMDCP,Kerala,state_32,2378.0,13.0,15.2,17.0,35.0,2109.0,25.0,30.0
2013,FOOT AND MOUTH DISEASE,15.0,FMDCP,Kerala,state_32,2043.0,20.0,24.7,45.1,70.3,1941.0,51.1,58.5
2013,FOOT AND MOUTH DISEASE,4.0,FMDCP,Karnataka,state_29,5053.0,48.3,78.7,76.0,82.2,5225.0,62.1,86.0
2013,FOOT AND MOUTH DISEASE,5.0,FMDCP,Karnataka,state_29,5916.0,33.0,52.0,64.0,81.0,5853.0,59.0,68.0
2013,FOOT AND MOUTH DISEASE,3.0,FMDCP,Puducherry,ut_34,46.0,45.7,15.2,56.5,65.2,46.0,63.0,43.5
2013,FOOT AND MOUTH DISEASE,3.0,FMDCP,Goa,state_30,384.0,47.4,64.3,54.4,86.0,368.0,82.1,86.1
