metadata.recordID,metadata.diseaseName,metadata.diseaseCode,metadata.round,country.ID,country.name,location.admin.hierarchy,state.ID,state.name,district.ID,district.name,subdistrict.ID,subdistrict.name,village.ID,village.name,vaccinationSchedule
68392245-db4f-413b-91d4-fb9a6ea569df,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607792,Baganakatte,2023-09-26T00:00:00Z
2e768360-87b7-4f74-98fc-8e85b761df8d,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,admin_0,Dindahalli,2023-09-26T00:00:00Z
f59d8e77-4e5b-4dd9-8546-e144c0c25f71,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,admin_0,Dindahalli,2023-09-27T00:00:00Z
e0d0bb71-3d54-4117-8922-1a4b848b9569,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607793,Kittadahalli,2023-09-27T00:00:00Z
2fc0466e-cfef-4859-acb2-9258de1c65cc,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607793,Kittadahalli,2023-09-28T00:00:00Z
5a5bebb5-3eca-4904-bfa1-e78fdafee767,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607794,Kavaspura,2023-09-28T00:00:00Z
943ea103-5d84-47e4-80a1-8f620ec49196,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607760,Haraguvalli,2023-09-28T00:00:00Z
2856c9e7-4a85-4beb-8776-fad5b0113ed9,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607760,Haraguvalli,2023-09-29T00:00:00Z
fac4d041-50cb-4158-85f1-387f77802e75,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607761,Kaniya,2023-09-29T00:00:00Z
08840df7-0cab-478b-961a-493474b342f1,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607761,Kaniya,2023-09-30T00:00:00Z
77bfdd1e-6c5d-4793-8142-3c60c3584f5f,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607756,Punedahalli,2023-09-30T00:00:00Z
1ab7e11e-3c2f-4a43-9e66-65cda8e4b5cf,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607756,Punedahalli,2023-10-01T00:00:00Z
90c9536a-c88d-48eb-a8b2-c1db167c6094,Foot And Mouth Disease,ICD11_1F05,4,country_IN,India,Revenue,state_29,Karnataka,district_547,Shivamogga,subdistrict_5517,Shikarpur,village_607758,Sanda,2023-10-01T00:00:00Z
