metadata.recordID,metadata.diseaseName,metadata.diseaseCode,metadata.round,country.ID,country.name,location.admin.hierarchy,state.ID,state.name,district.ID,district.name,subdistrict.ID,subdistrict.name,village.ID,village.name,vaccinationSchedule
7b82c5ae-14cf-40e9-9796-a8e80dcf0b84,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Shiggaon Tmc,2022-07-11T00:00:00Z
6709f94b-b625-4e56-9982-ac9135e397d8,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Shiggaon Tmc,2022-08-11T00:00:00Z
86449f32-e94c-488d-b66d-f5bcdd2c2444,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Shiggaon Tmc,2022-09-11T00:00:00Z
b11800d7-b94f-47f4-8c44-d229bab29154,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Shiggaon Tmc,2022-10-11T00:00:00Z
65596db2-9ca4-4f99-837c-000cf73a1383,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Shiggaon Tmc,2022-11-11T00:00:00Z
1c3520c3-c576-46ae-a302-5b27ddaf17c9,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Shiggaon Tmc,2022-11-12T00:00:00Z
b2221268-5845-4f3b-9bee-315d3aebaf1a,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,village_603944,Chakapur,2022-11-14T00:00:00Z
dea52011-e2e5-4b43-8855-07d41af9df02,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,village_603944,Chakapur,2022-11-15T00:00:00Z
82169497-e877-4971-806f-b787fe22f5aa,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Chikkanellur,2022-11-16T00:00:00Z
8e82d6d5-ccc1-45b6-9b17-1dad6fb7c815,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,village_603946,Motalli,2022-11-17T00:00:00Z
47287c0a-a064-4cf8-a440-e4f1c38548e9,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,village_603945,Hanumarahalli,2022-11-18T00:00:00Z
0dcd0063-b940-4e83-a2e4-31a9a09f3a31,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Kankanawada,2022-11-19T00:00:00Z
32b2f80c-fccb-4881-9936-6b0a6868434b,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Chikkamallur,2022-11-21T00:00:00Z
35b280b4-e8cf-4c67-838a-0e609888c2ef,Foot And Mouth Disease,ICD11_1F05,3,country_IN,India,Revenue,state_29,Karnataka,district_540,Haveri,subdistrict_5489,Shiggaon,admin_0,Chikkamallur,2022-11-22T00:00:00Z
