regionID,regionName,parentID
village_599621,KUNTOJI,subdistrict_5453
village_599622,ABBIHAL,subdistrict_5453
village_599623,KAVADIMATTI,subdistrict_5453
village_599624,SHIROL,subdistrict_5453
village_599625,MUDNAL,subdistrict_5453
village_599626,NEBAGERI,subdistrict_5453
village_599627,KOLUR,subdistrict_5453
village_599628,VIJAYANAGAR,subdistrict_5453
village_599629,BANOSHI,subdistrict_5453
village_599630,DEVOOR,subdistrict_5453
village_599631,GANGUR,subdistrict_5453
village_599632,KAMALDINNI,subdistrict_5453
village_599633,KUNCHAGANUR,subdistrict_5453
village_599634,TANGADAGI,subdistrict_5453
village_599635,AMARAGOL,subdistrict_5453
village_599636,HADAGALI,subdistrict_5453
village_599637,BAILKUR,subdistrict_5453
village_599638,MADARI,subdistrict_5453
village_599639,YARAGALLA,subdistrict_5453
village_599640,GARASANGI,subdistrict_5453
village_599641,HUNAKUNTI,subdistrict_5453
village_599642,KAPANUR,subdistrict_5453
village_599643,ALUR,subdistrict_5453
village_599644,INCHAGAL,subdistrict_5453
village_599645,JAKKERAL,subdistrict_5453
village_599646,KYATANADONI,subdistrict_5453
village_599647,DONKAMADU,subdistrict_5453
village_599648,ADVI SOMNAL,subdistrict_5453
village_599649,ADVI HULAGABAL,subdistrict_5453
village_599650,GONAL S.HIRUR,subdistrict_5453
village_599651,HOKRANI,subdistrict_5453
village_599652,JALAPUR,subdistrict_5453
village_599653,WANAKIHAL,subdistrict_5453
village_599654,JANGAMURAL,subdistrict_5453
village_599655,AREMURAL,subdistrict_5453
village_599656,SARUR,subdistrict_5453
village_599657,HIREMURAL,subdistrict_5453
village_599658,BUDIHAL (P.NALTAWAD),subdistrict_5453
village_599659,MALAGALADINNI,subdistrict_5453
village_599660,CHAVANBHAVI,subdistrict_5453
village_599661,KHILARAHATTI,subdistrict_5453
village_599662,JAINAPUR,subdistrict_5453
village_599663,MAVINBHAVI,subdistrict_5453
village_599664,NAGARABETTA,subdistrict_5453
village_599665,ARASANAL,subdistrict_5453
village_599666,NERABENCHI,subdistrict_5453
village_599667,KESAPUR,subdistrict_5453
village_599668,BANGARAGUND,subdistrict_5453
village_599669,RAKKASAGI,subdistrict_5453
village_599670,BALADINNI,subdistrict_5453
village_599671,KARKUR,subdistrict_5453
village_599672,TAKKALAKI,subdistrict_5453
village_599673,INGALAGI,subdistrict_5453
village_599674,GHALAPUJI,subdistrict_5453
village_599675,LOTAGERI,subdistrict_5453
village_599676,NALATAWAD,subdistrict_5453
village_599677,ARE SHANKAR,subdistrict_5453
village_599678,NAGABENAL,subdistrict_5453
village_599679,BACHIHAL,subdistrict_5453
village_599680,SIDDAPUR P.NALTAWAD,subdistrict_5453
village_599681,KHANIKERI,subdistrict_5453
village_599682,SULTANPUR,subdistrict_5453
village_599683,KHANAPUR,subdistrict_5453
village_599684,BIJJUR,subdistrict_5453
village_599685,CHOKAVI,subdistrict_7073
village_599686,HIRUR,subdistrict_7073
village_599687,TUMBAGI,subdistrict_7073
village_599688,HOSAHALLI,subdistrict_7073
village_599689,HUVINAHALLI,subdistrict_7073
village_599690,KYATANAL,subdistrict_7073
village_599691,GOTAKHINDAKI,subdistrict_7073
village_599692,BHANTNUR,subdistrict_7073
village_599693,PEERAPUR,subdistrict_7073
village_599694,SHELLAGI,subdistrict_7073
village_599695,KARAGANUR,subdistrict_7073
village_599696,GADI SOMANAL,subdistrict_7073
village_599697,BOMMANAHALLI,subdistrict_7073
village_599698,BOLAWAD,subdistrict_7073
village_599699,FATEPUR P.TALIKOTI,subdistrict_7073
village_599700,GUTTIHAL,subdistrict_7073
village_599701,TAMADADDI,subdistrict_7073
village_599702,BALAGANUR,subdistrict_7073
village_599703,MINAJAGI,subdistrict_7073
village_599704,TALIKOTI (RURAL),subdistrict_7073
village_599705,KODAGANUR,subdistrict_7073
village_599706,BELUR,subdistrict_7073
village_599707,LAKKUNDI,subdistrict_7073
village_599708,NAVADAGI,subdistrict_7073
village_599709,MATAKAL DEVANHALLI,subdistrict_7073
village_599710,SALAWADAGI,subdistrict_7073
village_599711,GUNDAKANAL,subdistrict_7073
village_599712,MAILESHWAR,subdistrict_7073
village_599713,BILEBHAVI,subdistrict_7073
village_599714,MASKANAL,subdistrict_7073
village_599715,HARNAL,subdistrict_7073
village_599716,HADAGINAL,subdistrict_7073
village_599717,KALADEVANAHALLI,subdistrict_7073
village_599718,MUKIHAL,subdistrict_7073
village_599719,SHIVAPUR,subdistrict_7073
village_599720,NAGUR,subdistrict_7073
village_599721,KOTMAL,subdistrict_7086
village_599722,MIRKHAL,subdistrict_7086
village_599723,MACHANAL,subdistrict_7086
village_599724,HULSOOR,subdistrict_7086
village_599725,SOLDABKA,subdistrict_7086
village_599726,QUADERABAD,subdistrict_7086
village_599727,HALHALLI,subdistrict_7086
village_599728,GADIGONDGAON,subdistrict_7086
village_599729,DEVNAL,subdistrict_7086
village_599730,GUTTI,subdistrict_7086
village_599731,BELURA,subdistrict_7086
village_599732,MUSTAPUR,subdistrict_7086
village_599733,LIMBAPUR,subdistrict_7086
village_599734,KADEPUR,subdistrict_7086
village_599735,GADIRAIPALLI,subdistrict_7086
village_599736,MUCHALAM,subdistrict_7086
village_599737,TOGLUR,subdistrict_7086
village_599738,GORTA (B),subdistrict_7086
village_599739,BASAVAKALYAN ( R),subdistrict_5454
village_599740,GOUR,subdistrict_5454
village_599741,KHANDALA,subdistrict_5454
village_599742,BETBALKUNDA,subdistrict_5454
village_599743,JANAPURA,subdistrict_5454
village_599744,DHANURA (K),subdistrict_5454
village_599745,GOKUL,subdistrict_5454
village_599746,YEDLAPUR,subdistrict_5454
village_599747,PARTAPUR,subdistrict_5454
village_599748,TALBHOG,subdistrict_5454
village_599749,MORKHANDI,subdistrict_5454
village_599750,LAHESHWAR,subdistrict_5454
village_599751,NEELKANTH,subdistrict_5454
village_599752,KHANAPUR,subdistrict_5454
village_599753,TIPRANTH,subdistrict_5454
village_599754,SHIVAPUR,subdistrict_5454
village_599755,NARAYANAPUR,subdistrict_5454
village_599756,KITTA,subdistrict_5454
village_599757,YERANDI,subdistrict_5454
village_599758,KOUIYAL,subdistrict_5454
village_599759,TADOLA,subdistrict_5454
village_599760,GHOGA,subdistrict_5454
village_599761,RAJOLA,subdistrict_5454
village_599762,RAJESHWAR,subdistrict_5454
village_599763,HANDRIYAL (KALYAN),subdistrict_5454
village_599764,NIRGUDI,subdistrict_5454
village_599765,ROLLA,subdistrict_5454
village_599766,KOUDIHAL (SADAK),subdistrict_5454
village_599767,MANGROOL,subdistrict_5454
village_599768,ISLAMPUR,subdistrict_5454
village_599769,YERBAGH,subdistrict_5454
village_599770,LINGADHALLI,subdistrict_5454
village_599771,KHERDA (B),subdistrict_5454
village_599772,DHANURA (RAJ),subdistrict_5454
village_599773,PANDARGERA,subdistrict_5454
village_599774,SADLAPUR,subdistrict_5454
village_599775,MANHALLI,subdistrict_5454
village_599776,GHOTALA,subdistrict_5454
village_599777,JAJANMUGLI,subdistrict_5454
village_599778,RAMTEERTH (K),subdistrict_5454
village_599779,UMAPUR,subdistrict_5454
village_599780,HALLI,subdistrict_5454
village_599781,SASTAPUR,subdistrict_5454
village_599782,MIRZAPUR,subdistrict_5454
village_599783,ATLAPUR,subdistrict_5454
village_599784,MANTALA,subdistrict_5454
village_599785,CHANDAKPUR,subdistrict_5454
village_599786,KAMLEWADI,subdistrict_5454
village_599787,URKI,subdistrict_5454
village_599788,CHITTAKALDEV,subdistrict_5454
village_599789,MANNALLI,subdistrict_5454
village_599790,HANDRIYAL (RAJ),subdistrict_5454
village_599791,WADDERGA,subdistrict_5454
village_599792,ALGOOD,subdistrict_5454
village_599793,GUNDUR,subdistrict_5454
village_599794,HIPPARGA GHAT,subdistrict_5454
village_599795,ILHAL,subdistrict_5454
village_599796,EKAMBA,subdistrict_5454
village_599797,DHAMURI,subdistrict_5454
village_599798,UJLAM,subdistrict_5454
village_599799,BHOSGA,subdistrict_5454
village_599800,MANKHED,subdistrict_5454
village_599801,SIRURI,subdistrict_5454
village_599802,BHAKNAL,subdistrict_5454
village_599803,GADLEGAON (K),subdistrict_5454
village_599804,SIRGUR,subdistrict_5454
village_599805,RAMTEERTH (DUBULGUNDI),subdistrict_5454
village_599806,LADWANTI,subdistrict_5454
village_599807,CHIKOTTA(B),subdistrict_5454
village_599808,BATGERA,subdistrict_5454
village_599809,HATTARGA (SARHAD),subdistrict_5454
village_599810,CHITKOTA (K),subdistrict_5454
village_599811,GILAGILI,subdistrict_5454
village_599812,ATTUR,subdistrict_5454
village_599813,KOHINOOR,subdistrict_5454
village_599814,YELADGUNDI,subdistrict_5454
village_599815,SAIDAPUR,subdistrict_5454
village_599816,HATYAL,subdistrict_5454
village_599817,BAGDURI,subdistrict_5454
village_599818,KHANAPUR B,subdistrict_5454
village_599819,MUDBI,subdistrict_5454
village_599820,SUNGAHANA,subdistrict_5454
village_599821,KINNI (SEVANAGAR),subdistrict_5454
village_599822,HIRANAGAON,subdistrict_5454
village_599823,CHICKNAGAON,subdistrict_5454
village_599824,EKLORA,subdistrict_5454
village_599825,HAMUNAGAR,subdistrict_5454
village_599826,HARKUD,subdistrict_5454
village_599827,SARJAWALGA,subdistrict_5454
village_599828,SIRAGAPUR,subdistrict_5454
village_599829,GADLEGAON (B),subdistrict_5454
village_599830,KHERDA (K),subdistrict_5454
village_599831,MAISALGA,subdistrict_5454
village_599832,YELWANTI,subdistrict_5454
village_599833,JANWADA,subdistrict_5454
village_599834,HIPPARGA(BAG),subdistrict_5454
village_599835,KALKORA,subdistrict_5454
village_599836,TUGAONHALSI,subdistrict_5455
village_599837,ALWAI,subdistrict_5455
village_599838,YELLAMMAWADI,subdistrict_5455
village_599839,MANKESHWAR,subdistrict_5455
village_599840,ATTERGA,subdistrict_5455
village_599841,GUNJARGA,subdistrict_5455
village_599842,SRIMALI,subdistrict_5455
village_599843,BOLEGAON,subdistrict_5455
village_599844,NARDASANGAM,subdistrict_5455
village_599845,MEHKAR,subdistrict_5455
village_599846,WANJARKHADA,subdistrict_5455
village_599847,JAMKHANDI,subdistrict_5455
village_599848,KONGLI,subdistrict_5455
village_599849,JIRGYAL,subdistrict_5455
village_599850,WAGALGAON,subdistrict_5455
village_599851,KHUDAWANDPUR,subdistrict_5455
village_599852,SAIGAON,subdistrict_5455
village_599853,HALSILAKMADEVI,subdistrict_5455
village_599854,INCHUR,subdistrict_5455
village_599855,KESARJAWALGA,subdistrict_5455
village_599856,RACHAPPAGONDGAON,subdistrict_5455
village_599857,KUNTEGAON,subdistrict_5455
village_599858,LADHA,subdistrict_5455
village_599859,KALSAR TUGAON,subdistrict_5455
village_599860,KASARA TUGAON WADI,subdistrict_5455
village_599861,SHIVANI,subdistrict_5455
village_599862,LAKHANGAON,subdistrict_5455
village_599863,ATNOOR,subdistrict_5455
village_599864,SOMPUR,subdistrict_5455
village_599865,TALWADA (MARATHA),subdistrict_5455
village_599866,KAKNAL,subdistrict_5455
village_599867,BHATSANGVI,subdistrict_5455
village_599868,THAMGYAL WADI,subdistrict_5455
village_599869,LANJWADA,subdistrict_5455
village_599870,DONGAPUR,subdistrict_5455
village_599871,ALANDI,subdistrict_5455
village_599872,HUNJIALANDI,subdistrict_5455
village_599873,HACHI KAMATH,subdistrict_5455
village_599874,METHIMELKUNDA,subdistrict_5455
village_599875,METHIMELKUNDA WADI,subdistrict_5455
village_599876,BHATAMBRA,subdistrict_5455
village_599877,TELGAON,subdistrict_5455
village_599878,JAIGAON,subdistrict_5455
village_599879,SHAMSHEERPUR,subdistrict_5455
village_599880,KALASDHAL,subdistrict_5455
village_599881,BEERI,subdistrict_5455
village_599882,BEERI (K),subdistrict_5455
village_599883,NAGRAL,subdistrict_5455
village_599884,KODLI,subdistrict_5455
village_599885,NITTUR,subdistrict_5455
village_599886,HAJNAL,subdistrict_5455
village_599887,GORNAL,subdistrict_5455
village_599888,KOTGIYAL,subdistrict_5455
village_599889,MURAL,subdistrict_5455
village_599890,WALSANG,subdistrict_5455
village_599891,AMBESANGU,subdistrict_5455
village_599892,SIDDAPUR,subdistrict_5455
village_599893,HUPLA,subdistrict_5455
village_599894,KEROOR,subdistrict_5455
village_599895,BALUR,subdistrict_5455
village_599896,CHANDAPUR,subdistrict_5455
village_599897,AHMADABAD,subdistrict_5455
village_599898,JAINAPUR,subdistrict_5455
village_599899,KHASIMPUR,subdistrict_5455
village_599900,DONGARGI,subdistrict_5455
village_599901,GORCHINCHOLI,subdistrict_5455
village_599902,NIDEBAN,subdistrict_5455
village_599903,ANANDWADI,subdistrict_5455
village_599904,KOTGIYALWADI,subdistrict_5455
village_599905,GANESHPURWADI,subdistrict_5455
village_599906,EKLASPUR,subdistrict_5455
village_599907,GUBYAL,subdistrict_5455
village_599908,KOROOR,subdistrict_5455
village_599909,KOTGIRA,subdistrict_5455
village_599910,MADKATTI,subdistrict_5455
village_599911,RAMTEERTHWADI,subdistrict_5455
village_599912,BHALKI (R),subdistrict_5455
village_599913,KADLABAD,subdistrict_5455
village_599914,DHARAJWADI,subdistrict_5455
village_599915,KARDHYAL,subdistrict_5455
village_599916,TALWADA (K),subdistrict_5455
village_599917,SAIDAPURWADI,subdistrict_5455
village_599918,DADGI,subdistrict_5455
village_599919,BADJAWALGA,subdistrict_5455
village_599920,HARNAL,subdistrict_5455
village_599921,KELWADI,subdistrict_5455
village_599922,KUNTESIRSI,subdistrict_5455
village_599923,CHIKALCHANDA,subdistrict_5455
village_599924,MAROOR,subdistrict_5455
village_599925,JOLDABKA,subdistrict_5455
village_599926,SIDDESHWAR,subdistrict_5455
village_599927,HALGORTA,subdistrict_5455
village_599928,HONNALLI,subdistrict_5455
village_599929,MORAMBI,subdistrict_5455
village_599930,UCHA,subdistrict_5455
village_599931,BYLHALLI,subdistrict_5455
village_599932,WARWATTI,subdistrict_5455
village_599933,MAVINHALLI,subdistrict_5455
village_599934,NAWADGI,subdistrict_5455
village_599935,KAPLAPUR,subdistrict_5455
village_599936,KURUBKHELGI,subdistrict_5455
village_599937,DAWARGAON,subdistrict_5455
village_599938,YENKURA,subdistrict_5455
village_599939,BARDAPUR,subdistrict_5455
village_599940,KHATAK CHINCHOLI,subdistrict_5455
village_599941,SECUNDRABAD,subdistrict_5455
village_599942,MASIMADU,subdistrict_5455
village_599943,NELWAD,subdistrict_5455
village_599944,CHITTA,subdistrict_5455
village_599945,CHALKAPUR,subdistrict_5455
village_599946,TUGAON (CHALKAPUR),subdistrict_5455
village_599947,KOMMELKUNDA,subdistrict_5455
village_599948,TEGAMPUR,subdistrict_5455
village_599949,NAGOOR,subdistrict_5455
village_599950,ALLABAD,subdistrict_5455
village_599951,KOSAM,subdistrict_5455
village_599952,HALHIPPERGA,subdistrict_5455
village_599953,HALBARGA,subdistrict_5455
village_599954,TARNALLI,subdistrict_5455
village_599955,NELGI,subdistrict_5455
village_599956,JANTI,subdistrict_5455
village_599957,DHANURA,subdistrict_5455
village_599958,SEVANAGAR,subdistrict_5455
village_599959,KHANAPUR,subdistrict_5455
village_599960,MALCHAPUR,subdistrict_5455
village_599961,RUDNOOR,subdistrict_5455
village_599962,KANJI,subdistrict_5455
village_599963,HUNJI (K),subdistrict_5455
village_599964,GODIHIPPERGA,subdistrict_5455
village_599965,NIRMANHALLI,subdistrict_5455
village_599966,BYALHALLI,subdistrict_5455
village_599967,KAMALAPURA,subdistrict_5455
village_599968,HALHALLI,subdistrict_5455
village_599969,CHIKLI UDGIR,subdistrict_7085
village_599970,MUKHED,subdistrict_5456
village_599971,NANDI BIJALGAON,subdistrict_7085
village_599972,BAWALGAON,subdistrict_5456
village_599973,HOKRANA,subdistrict_5456
village_599974,MUTHKHED (CHONDI MUKHED),subdistrict_7085
village_599975,AKNAPUR,subdistrict_7085
village_599976,GANGANBEED,subdistrict_7085
village_599977,GANESHPUR (A),subdistrict_5456
village_599978,DABKA(CHAWAR),subdistrict_7085
village_599979,KHERDA(B),subdistrict_5456
village_599980,SAWARGAON,subdistrict_5456
village_599981,HANGERGA,subdistrict_5456
village_599982,BONTHI,subdistrict_5456
village_599983,LINGI,subdistrict_5456
village_599984,BHANDAR KUMTA,subdistrict_5456
village_599985,CHIMEGAON,subdistrict_7085
village_599986,WAGANGERA,subdistrict_7085
village_599987,MURKI,subdistrict_7085
village_599988,HANDIKHERA,subdistrict_7085
village_599989,DAREGANVA,subdistrict_7085
village_599990,MALEGAON,subdistrict_7085
village_599991,SANGNAL,subdistrict_7085
village_599992,KARKHIYAL,subdistrict_5456
village_599993,DANGARGAON,subdistrict_5456
village_599994,MADNOOR,subdistrict_7085
village_599995,HAKYAL,subdistrict_7085
village_599996,RAMDIYAL,subdistrict_7085
village_599997,KHATGAON,subdistrict_7085
village_599998,DONGAON MAKTA,subdistrict_7085
village_599999,BELKUNI BHOPALGAD,subdistrict_7085
village_600000,BHAVANI BIJALGAON,subdistrict_7085
village_600001,TORNA,subdistrict_7085
village_600002,KOTGYAL,subdistrict_7085
village_600003,RAMPUR,subdistrict_7085
village_600004,MURG (K),subdistrict_7085
village_600005,BALUR,subdistrict_7085
village_600006,HORANDI,subdistrict_7085
village_600007,CHANDESHWAR,subdistrict_7085
village_600008,DIGGI,subdistrict_7085
village_600009,HOLESAMUDRA,subdistrict_7085
village_600010,BASNAL,subdistrict_7085
village_600011,KORYAL,subdistrict_7085
village_600012,SONALA,subdistrict_7085
village_600013,KALGAPUR,subdistrict_7085
village_600014,HULSOOR,subdistrict_7085
village_600015,KHED,subdistrict_7085
village_600016,SAWALI,subdistrict_7085
village_600017,TAPSHAL,subdistrict_7085
village_600018,MUDHOLE (K),subdistrict_7085
village_600019,MUDHOLE(B),subdistrict_7085
village_600020,LINGADHALLI (UDAVEERA),subdistrict_7085
village_600021,BEMBRA,subdistrict_7085
village_600022,K0REKAL,subdistrict_7085
village_600023,BEDKUNDA,subdistrict_7085
village_600024,CHANDOORI,subdistrict_7085
village_600025,SANGAM,subdistrict_7085
village_600026,BALAD (K),subdistrict_7085
village_600027,BALAT (B),subdistrict_7085
village_600028,HALHALLI,subdistrict_7085
village_600029,KUSHNOOR THANA,subdistrict_7085
village_600030,HIPPALGAON,subdistrict_7085
village_600031,BELKUNI CHAUDHRI,subdistrict_5456
village_600032,MASKAL,subdistrict_5456
village_600033,NAGUR BABJI,subdistrict_5456
village_600034,RAKSHIYAL(B),subdistrict_5456
village_600035,NIDODA,subdistrict_7085
village_600036,RAKSHIYAL(K),subdistrict_5456
village_600037,NITTUR (K),subdistrict_5456
village_600038,HEDGAPUR,subdistrict_5456
village_600039,DHUPATMAHAGAON,subdistrict_5456
village_600040,MANGANPUR,subdistrict_5456
village_600041,BABLI,subdistrict_5456
village_600042,BACHEPALLI,subdistrict_5456
village_600043,LADHA,subdistrict_5456
village_600044,HASSIKERI,subdistrict_5456
village_600045,HULIYAL,subdistrict_5456
village_600046,EKAMBA,subdistrict_5456
village_600047,DUDUKNAL,subdistrict_5456
village_600048,WANMARPALLI,subdistrict_5456
village_600049,BADALGAON,subdistrict_5456
village_600050,NARAYANPUR,subdistrict_5456
village_600051,NARASIMHAPUR,subdistrict_5456
village_600052,GANESHPUR (U),subdistrict_7085
village_600053,JAMLAPUR,subdistrict_5456
village_600054,GONDGAON,subdistrict_5456
village_600055,KHANDIKERI,subdistrict_5456
village_600056,AURAD (RURAL),subdistrict_5456
village_600057,MOHMADAPUR,subdistrict_5456
village_600058,ALLAPUR,subdistrict_5456
village_600059,TEGUMPUR,subdistrict_5456
village_600060,KOLLURE,subdistrict_5456
village_600061,EKLORA,subdistrict_5456
village_600062,TULJAPUR,subdistrict_5456
village_600063,BORAL,subdistrict_5456
village_600064,MUNGNAL,subdistrict_5456
village_600065,MAHADONGAON,subdistrict_5456
village_600066,KAPPEKERI,subdistrict_5456
village_600067,JONNEKERI,subdistrict_5456
village_600068,SUNDHAL,subdistrict_5456
village_600069,JAKNAL,subdistrict_5456
village_600070,NANDIYAL,subdistrict_5456
village_600071,MANOOR (K),subdistrict_5456
village_600072,NAGMARPALLI,subdistrict_5456
village_600073,KARANJI (B),subdistrict_5456
village_600074,KARANJI (K),subdistrict_5456
village_600075,RAIPALLI,subdistrict_5456
village_600076,ITGIYAL,subdistrict_5456
village_600077,YENGUNDA,subdistrict_5456
village_600078,KHASIMPUR(A),subdistrict_5456
village_600079,LINGADHALLI(JUKAL),subdistrict_5456
village_600080,NAGANPALLI,subdistrict_5456
village_600081,CHINTAKI,subdistrict_5456
village_600082,ASHOKNAGAR,subdistrict_5456
village_600083,BELDHAL,subdistrict_5456
village_600084,BARDAPUR,subdistrict_5456
village_600085,LINGADHALLI(KARAMUNGI),subdistrict_5456
village_600086,JOJNA,subdistrict_5456
village_600087,NANDI NAGOOR,subdistrict_5456
village_600088,NAGOOR (MUZAFAR),subdistrict_5456
village_600089,GUDPALLI,subdistrict_5456
village_600090,MEDPALLI,subdistrict_5456
village_600091,GANDHINAGAR,subdistrict_5456
village_600092,UJANI,subdistrict_5456
village_600093,SUNKNAL,subdistrict_5456
village_600094,CHIKLI JANWADA,subdistrict_5456
village_600095,CHATNAL,subdistrict_5456
village_600096,JEERGA(B),subdistrict_5456
village_600097,SANTHPUR,subdistrict_5456
village_600098,JEERGA (K),subdistrict_5456
village_600099,SHAMBELLI,subdistrict_5456
village_600100,KHASIMPUR BORGI,subdistrict_5456
village_600101,BORGI (JANWADA),subdistrict_5456
village_600102,WADGAON DESHMUKH,subdistrict_5456
village_600103,MAHARAJWADI,subdistrict_5456
village_600104,JAMBGI(B),subdistrict_5456
village_600105,BELUR (NARAYAN-KHED),subdistrict_5456
village_600106,MUSTAPUR,subdistrict_5456
village_600107,KAUDGAON,subdistrict_5456
village_600108,ALUR (B),subdistrict_5456
village_600109,ALUR(K),subdistrict_5456
village_600110,SORHALLI,subdistrict_5456
village_600111,KHANAPUR,subdistrict_5456
village_600112,KUSHNOOR GADI,subdistrict_5456
village_600113,PASHAPUR,subdistrict_5456
village_600114,BALLUR JANWADA,subdistrict_5456
village_600115,KOUTHA(K),subdistrict_5456
village_600116,KOUTHA (B),subdistrict_5456
village_600117,KANDGOAL,subdistrict_5456
village_600118,VIJAYANAGAR,subdistrict_5456
village_600119,WALLEPUR,subdistrict_5456
village_600120,KAMALNAGAR (CT),subdistrict_7085
village_600121,SIDDAPUR,subdistrict_5457
village_600122,SANGVI,subdistrict_5457
village_600123,YARNHALLI (PAHILWAN),subdistrict_5457
village_600124,BOMPALLI,subdistrict_5457
village_600125,YARNALLI (DESHMUKH),subdistrict_5457
village_600126,ISLAMPUR,subdistrict_5457
village_600127,RAJNAL,subdistrict_5457
village_600128,ALIAMBER,subdistrict_5457
village_600129,SANGAHALLI,subdistrict_5457
village_600130,IMAMPUR,subdistrict_5457
village_600131,HIPPALGAON,subdistrict_5457
village_600132,CHAMBOOL,subdistrict_5457
village_600133,NAULASPUR,subdistrict_5457
village_600134,SIRIMANDAL,subdistrict_5457
village_600135,NEMATABAD,subdistrict_5457
village_600136,ALLAPUR,subdistrict_5457
village_600137,VILASPUR,subdistrict_5457
village_600138,GUMTAPUR,subdistrict_5457
village_600139,MAHAMDAPUR,subdistrict_5457
village_600140,JANWADA,subdistrict_5457
village_600141,MARKHAL,subdistrict_5457
village_600142,DADDAPUR,subdistrict_5457
village_600143,BAHIRNAHALLI,subdistrict_5457
village_600144,KANALLI,subdistrict_5457
village_600145,BENAKANALLI,subdistrict_5457
village_600146,CHAVER FATHEPUR,subdistrict_5457
village_600147,KANGATHI,subdistrict_5457
village_600148,CHIMKOD,subdistrict_5457
village_600149,CHILLARGI,subdistrict_5457
village_600150,BASANTHPUR,subdistrict_5457
village_600151,SULTANPUR (QUDEM),subdistrict_5457
village_600152,FATHEPUR (J),subdistrict_5457
village_600153,BAWALPUR,subdistrict_5457
village_600154,ALAMKERI,subdistrict_5457
village_600155,CHIKPET,subdistrict_5457
village_600156,NAWADGERI,subdistrict_5457
village_600157,MAMANKERI,subdistrict_5457
village_600158,DATTANKERI,subdistrict_5457
village_600159,SIPPALGERI,subdistrict_5457
village_600160,GADGI,subdistrict_5457
village_600161,KHAJAPUR,subdistrict_5457
village_600162,MIRZAPUR,subdistrict_5457
village_600163,JAMPAD,subdistrict_5457
village_600164,AMBALPAD,subdistrict_5457
village_600165,KAPLAPUR (J),subdistrict_5457
village_600166,MALEGAON,subdistrict_5457
village_600167,NANDAGAON,subdistrict_5457
village_600168,HAMILAPUR,subdistrict_5457
village_600169,SHAMRAJAPUR,subdistrict_5457
village_600170,KABIRWADA,subdistrict_5457
village_600171,ODWADA,subdistrict_5457
village_600172,TAJLAPUR,subdistrict_5457
village_600173,SOLPUR,subdistrict_5457
village_600174,GHUMMA,subdistrict_5457
village_600175,RASOOLABAD,subdistrict_5457
village_600176,ALMASPUR,subdistrict_5457
village_600177,IMMAMABAD,subdistrict_5457
village_600178,MIRZAPUR TAJ,subdistrict_5457
village_600179,ASHTOOR,subdistrict_5457
village_600180,MALKAPUR,subdistrict_5457
village_600181,SULTANPUR (J),subdistrict_5457
village_600182,SHAHPUR,subdistrict_5457
village_600183,GOONALLI,subdistrict_5457
village_600184,BAGE-E-GORNALLI,subdistrict_5457
village_600185,BAGE-SHAHI,subdistrict_5457
village_600186,AMLAPUR,subdistrict_5457
village_600187,CHITTA,subdistrict_5457
village_600188,MOHILLATTE-GORNALLI,subdistrict_5457
village_600189,GORNALLI(B),subdistrict_5457
village_600190,KAPPLAPUR (A),subdistrict_5457
village_600191,HONNAKHERI,subdistrict_5457
village_600192,CHONDI,subdistrict_5457
village_600193,CHOULI,subdistrict_5457
village_600194,KOLHAR (K),subdistrict_5457
village_600195,ATWAL,subdistrict_5457
village_600196,ANDURA,subdistrict_5457
village_600197,KHADERNAGAR,subdistrict_5457
village_600198,KOLHAR (B),subdistrict_5457
village_600199,NIZAMPUR,subdistrict_5457
village_600200,SECUNDRAPUR,subdistrict_5457
village_600201,BAKCHAWADI,subdistrict_5457
village_600202,BELLURA,subdistrict_5457
village_600203,ZAMISTANPUR,subdistrict_5457
village_600204,KAMTHANA,subdistrict_5457
village_600205,AYAZPUR,subdistrict_5457
village_600206,YADLAPUR,subdistrict_5457
village_600207,QUTUBABAD,subdistrict_5457
village_600208,RANJOLKHENI,subdistrict_5457
village_600209,SANGOLGI,subdistrict_5457
village_600210,NELWAD,subdistrict_5457
village_600211,BAUGI,subdistrict_5457
village_600212,SHAMSHIRNAGER,subdistrict_5457
village_600213,KANGANKOT,subdistrict_5457
village_600214,MADAKNALLI,subdistrict_5457
village_600215,MALIK MIRZAPUR,subdistrict_5457
village_600216,KASIMPUR (PAN),subdistrict_5457
village_600217,KADWAD,subdistrict_5457
village_600218,SIRSI (A),subdistrict_5457
village_600219,HOCHAKNALLI,subdistrict_5457
village_600220,SIRKATNALLI,subdistrict_5457
village_600221,AURAD (S),subdistrict_5457
village_600222,KASIMPUR (CHITGOPPA),subdistrict_5457
village_600223,BARIDABAD,subdistrict_5457
village_600224,CHATNALLI,subdistrict_5457
village_600225,HONADDI,subdistrict_5457
village_600226,BAGDAL,subdistrict_5457
village_600227,BAHIRNALLI,subdistrict_5457
village_600228,NIDWANCHA,subdistrict_5457
village_600230,PATERPALLI,subdistrict_5457
village_600231,SHEKAPUR,subdistrict_5457
village_600232,BUDHERA,subdistrict_5457
village_600233,TELANG - MIRZAPUR,subdistrict_5457
village_600234,GHODEPALLI,subdistrict_5457
village_600235,NAGORA,subdistrict_5457
village_600236,SATOLI,subdistrict_5457
village_600237,YAKATPUR,subdistrict_5457
village_600238,MANHALLI,subdistrict_5457
village_600239,GOUSPUR,subdistrict_5457
village_600240,BARUR,subdistrict_5457
village_600241,CHINTALGERA,subdistrict_5457
village_600242,DHARMAPUR,subdistrict_5457
