metadata.recordID,country.ID,country.name,location.admin.hierarchy,state.ID,state.name,district.ID,district.name,subdistrict.ID,subdistrict.name,location.admin4.ID,location.admin4.name,village.ID,village.name,population.cattle,population.buffalo,population.sheep,population.goat,population.pig,population.poultry
03944078-ce13-41a4-84e0-8a7e54603f87,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598557,NAGARAL,1052,1330,476,1577,0,54
94036316-3612-4471-8cae-47aadc7e02e5,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598558,AKKIMARADI,542,655,117,570,0,147
46ad5ffe-c851-4e1b-8996-d4a89b010524,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_7063,RABAKAVI BANAHATTI,,,village_598559,NANDAGAVI,520,884,495,804,0,195
97fac007-bbb8-4c89-ac28-9c3400786d30,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_7063,RABAKAVI BANAHATTI,,,village_598560,SANGANATTI,661,866,22,803,0,229
184b8f93-d161-4bd7-9534-ded68072da6a,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_7063,RABAKAVI BANAHATTI,,,village_598561,MARAPUR,512,919,1433,1514,0,11607
810c5435-75bb-43d4-9a92-35a5de36ed79,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_7063,RABAKAVI BANAHATTI,,,village_598562,DHAVALESHWAR,2714,2690,1036,3149,50,1104
c499f581-5653-43cb-92eb-3cf8d6f1c61d,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598563,MALLAPUR P J,128,183,258,223,0,69
0ce05cd5-384c-4c04-b28e-6d774b868f3b,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598564,MIRJI,396,662,72,393,0,85
7feef967-ef3c-4408-b8d4-f563d1529dde,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598565,VANTIGODI,555,559,551,455,0,345
66339122-0001-40cf-9581-825d51bba652,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598566,CHANNAL,230,431,110,290,0,5000
