metadata.recordID,country.ID,country.name,location.admin.hierarchy,state.ID,state.name,district.ID,district.name,metadata.category,metadata.type,population.cocks ,population.hens ,population.chickens ,population.drakes,population.ducks,population.ducklings,population.turkey,population.quails,population.poultryBirds
55ac182c-3ea8-4149-853d-c6fb2ed07579,country_IN,India,Revenue,state_27,Maharashtra,district_469,Chhatrapati Sambhajinagar,Commercial,Other,,,,,,,0,3001,6
bd3b8e79-7d0c-4a2c-abbe-aa15e45c293e,country_IN,India,Revenue,state_27,Maharashtra,district_479,Jalna,Commercial,Other,,,,,,,0,0,0
2ace8cb3-3a58-4cf5-8121-166de08284af,country_IN,India,Revenue,state_27,Maharashtra,district_489,Parbhani,Commercial,Other,,,,,,,0,0,0
1c2558a4-c8f5-42e0-bfcc-36b74f3421b7,country_IN,India,Revenue,state_27,Maharashtra,district_470,Beed,Commercial,Other,,,,,,,0,0,150
5f4a8897-4606-4ffc-b561-d15daadf5de7,country_IN,India,Revenue,state_27,Maharashtra,district_481,Latur,Commercial,Other,,,,,,,0,3600,1800
a841a1ce-0a0a-4747-b288-16008c2e3a13,country_IN,India,Revenue,state_27,Maharashtra,district_488,Dharashiv,Commercial,Other,,,,,,,0,106201,1001
bae0796c-80ce-46de-9547-ec0d093ab0af,country_IN,India,Revenue,state_27,Maharashtra,district_485,Nanded,Commercial,Other,,,,,,,0,0,0
f37bba06-6cdf-46f3-bd9a-0095f2fb9f4a,country_IN,India,Revenue,state_27,Maharashtra,district_477,Hingoli,Commercial,Other,,,,,,,0,5,13
b7fb237f-c3dd-4046-8ec9-c24f6cb12e30,country_IN,India,Revenue,state_27,Maharashtra,district_468,Amravati,Commercial,Other,,,,,,,0,9665,0
82e61375-4d31-403c-9eed-739c87c22cf6,country_IN,India,Revenue,state_27,Maharashtra,district_467,Akola,Commercial,Other,,,,,,,0,0,0
bdf6c958-55a8-4421-a9ee-2631f8de5a74,country_IN,India,Revenue,state_27,Maharashtra,district_499,Washim,Commercial,Other,,,,,,,0,2000,0
dea4bfa1-2cba-4a6a-9e10-39f4284b00ab,country_IN,India,Revenue,state_27,Maharashtra,district_472,Buldhana,Commercial,Other,,,,,,,0,0,0
f707b9b8-745b-4a63-8012-c1b2bd9420f7,country_IN,India,Revenue,state_27,Maharashtra,district_500,Yavatmal,Commercial,Other,,,,,,,0,5007,73
abe182d2-ca6a-4b47-b299-d2113f5719c1,country_IN,India,Revenue,state_27,Maharashtra,district_484,Nagpur,Commercial,Other,,,,,,,2,31802,19
6100a560-253d-4a5e-8088-40acd872eaec,country_IN,India,Revenue,state_27,Maharashtra,district_498,Wardha,Commercial,Other,,,,,,,0,1,31
ed3cd5ae-7153-41cc-8a1d-e2fea39bf841,country_IN,India,Revenue,state_27,Maharashtra,district_471,Bhandara,Commercial,Other,,,,,,,0,0,1000
45f02368-c28e-41ec-94fa-79ab862b5359,country_IN,India,Revenue,state_27,Maharashtra,district_476,Gondia,Commercial,Other,,,,,,,2,31000,300
65577b11-b00d-4b9a-acf1-491ecc5d5269,country_IN,India,Revenue,state_27,Maharashtra,district_473,Chandrapur,Commercial,Other,,,,,,,0,16,0
040638ce-9ccb-4920-b8e7-888536727c34,country_IN,India,Revenue,state_27,Maharashtra,district_475,Gadchiroli,Commercial,Other,,,,,,,0,0,6002
c67c711c-a7e7-4cfa-8569-6b658804f137,country_IN,India,Revenue,state_27,Maharashtra,district_482,Mumbai,Backyard,Other,,,,,,,175,452,1529
e9de334d-b7a8-48e6-a02a-66464992af5c,country_IN,India,Revenue,state_27,Maharashtra,district_497,Thane,Backyard,Other,,,,,,,780,3911,2270
dcb0e236-fb4d-4638-8a7b-6f899a9ae6a5,country_IN,India,Revenue,state_27,Maharashtra,district_665,Palghar,Backyard,Other,,,,,,,156,4663,3684
78d2edb4-70a7-4f43-9c4b-d87a394f2031,country_IN,India,Revenue,state_27,Maharashtra,district_491,Raigad,Backyard,Other,,,,,,,80,1662,4053
4736d5b5-32a9-477d-b739-7fe62dd19ad2,country_IN,India,Revenue,state_27,Maharashtra,district_492,Ratnagiri,Backyard,Other,,,,,,,14,324,488
2284c4c0-8936-4663-bb78-2327ec8b203f,country_IN,India,Revenue,state_27,Maharashtra,district_495,Sindhudurg,Backyard,Other,,,,,,,9,199,127
213c7716-a458-4ed4-aa49-3f6ed3420531,country_IN,India,Revenue,state_27,Maharashtra,district_487,Nashik,Backyard,Other,,,,,,,387,31570,27282
536b8f31-7e76-4789-bdcb-e85f4ebd70d6,country_IN,India,Revenue,state_27,Maharashtra,district_474,Dhule,Backyard,Other,,,,,,,156,715,2472
3792fe61-7dd5-4a20-8bf0-f77af0690e37,country_IN,India,Revenue,state_27,Maharashtra,district_486,Nandurbar,Backyard,Other,,,,,,,15,123,20
c0fe6498-4508-4ab2-9da8-c9ad994e3244,country_IN,India,Revenue,state_27,Maharashtra,district_478,Jalgaon,Backyard,Other,,,,,,,848,16815,13129
e67a3a82-5266-4cc5-a8a6-a770643b8726,country_IN,India,Revenue,state_27,Maharashtra,district_466,Ahmednagar,Backyard,Other,,,,,,,570,28180,6411
05aaf2ee-4341-47f1-8777-345b860e06d0,country_IN,India,Revenue,state_27,Maharashtra,district_490,Pune,Backyard,Other,,,,,,,1814,17919,49656
377e3a5b-65fb-4a5b-b210-e015ba46a79d,country_IN,India,Revenue,state_27,Maharashtra,district_494,Satara,Backyard,Other,,,,,,,106,4799,2660
14ac0695-e3db-48ad-a058-a104c75f8d05,country_IN,India,Revenue,state_27,Maharashtra,district_493,Sangli,Backyard,Other,,,,,,,32,1602,955
e4ab90c6-e5ad-49f9-9cf6-831796daedc3,country_IN,India,Revenue,state_27,Maharashtra,district_496,Solapur,Backyard,Other,,,,,,,107,18678,20795
6173f2c4-696e-4d33-a908-5eb5be540322,country_IN,India,Revenue,state_27,Maharashtra,district_480,Kolhapur,Backyard,Other,,,,,,,729,10651,31123
d6c8c379-e494-4ba5-a86e-7aa42dd3918a,country_IN,India,Revenue,state_27,Maharashtra,district_469,Chhatrapati Sambhajinagar,Backyard,Other,,,,,,,2077,5426,11241
946adcd2-0a40-47b4-8ba1-bd5449cc4453,country_IN,India,Revenue,state_27,Maharashtra,district_479,Jalna,Backyard,Other,,,,,,,59,4340,10001
20093b81-779d-426c-974f-04eeed649ea9,country_IN,India,Revenue,state_27,Maharashtra,district_489,Parbhani,Backyard,Other,,,,,,,390,1654,3358
4bc329d0-3b1a-4ce5-9242-fe48b6b88d9b,country_IN,India,Revenue,state_27,Maharashtra,district_470,Beed,Backyard,Other,,,,,,,66,2484,7466
ac40cf90-442b-4f22-8fd8-f4cfd57eee69,country_IN,India,Revenue,state_27,Maharashtra,district_481,Latur,Backyard,Other,,,,,,,130,5074,4538
85116e06-78fd-4754-8bc4-ac0b2a24c671,country_IN,India,Revenue,state_27,Maharashtra,district_488,Dharashiv,Backyard,Other,,,,,,,525,6658,10987
2d32b834-a9d3-44e8-8fe4-ac0309fe26e4,country_IN,India,Revenue,state_27,Maharashtra,district_485,Nanded,Backyard,Other,,,,,,,2682,7580,4408
d7478fd2-0930-45c2-b65d-5b662a565ed9,country_IN,India,Revenue,state_27,Maharashtra,district_477,Hingoli,Backyard,Other,,,,,,,100,7515,15158
21c189bc-0d05-439a-808b-883236157220,country_IN,India,Revenue,state_27,Maharashtra,district_468,Amravati,Backyard,Other,,,,,,,24,1391,4129
c40aac99-dc67-4bde-a697-84c59fc88927,country_IN,India,Revenue,state_27,Maharashtra,district_467,Akola,Backyard,Other,,,,,,,13,2484,1458
48a88cc0-2373-477f-8969-791c09bd83ac,country_IN,India,Revenue,state_27,Maharashtra,district_499,Washim,Backyard,Other,,,,,,,103,235,2048
8b1fadf4-55ea-4302-bb6f-d7955d1ec05b,country_IN,India,Revenue,state_27,Maharashtra,district_472,Buldhana,Backyard,Other,,,,,,,253,5252,3027
2a35636a-733d-42f0-b455-378bbd559602,country_IN,India,Revenue,state_27,Maharashtra,district_500,Yavatmal,Backyard,Other,,,,,,,34,15423,1586
e153943e-11cf-48cd-af26-312b89ece4cd,country_IN,India,Revenue,state_27,Maharashtra,district_484,Nagpur,Backyard,Other,,,,,,,117,1681,4352
3bf653ce-7aa1-4840-b2a2-5422530061c0,country_IN,India,Revenue,state_27,Maharashtra,district_498,Wardha,Backyard,Other,,,,,,,489,1897,3503
610ef705-9f35-4dda-b757-07ed48c026f7,country_IN,India,Revenue,state_27,Maharashtra,district_471,Bhandara,Backyard,Other,,,,,,,121,116,114
0b485824-b8c0-433e-a8f2-02cde410ae6d,country_IN,India,Revenue,state_27,Maharashtra,district_476,Gondia,Backyard,Other,,,,,,,37,5592,2616
b3412402-d53b-4112-9796-af305226b3ee,country_IN,India,Revenue,state_27,Maharashtra,district_473,Chandrapur,Backyard,Other,,,,,,,3059,3874,1295
b7d5462a-8ff0-4269-ab0e-07e3c8cf3c5d,country_IN,India,Revenue,state_27,Maharashtra,district_475,Gadchiroli,Backyard,Other,,,,,,,31,127,83
